new_path,new_filename,original_path,original_filename,exam,tier,year,shift,date,type,provider,subjects,language,q_count,content_hash,file_size_bytes
SSC_CGL/Unknown_Year/Unknown_Tier/MocksWallah/MocksWallah_PracticeTest_Test-19_SSC_CGL_Unknown_Tier.html,MocksWallah_PracticeTest_Test-19_SSC_CGL_Unknown_Tier.html,Computer CGL T -2/Computer Test -19 [50],Computer Test -19.html,SSC CGL|SSC CHSL|SSC MTS|CDS,Unknown,,,,Practice Test,Mocks Wallah,Computer,English,2,e88e6959905f66dbd4da4643035ede46757073c7019e9b16a2bb86fc8273edc6,101105
SSC_CGL/Unknown_Year/Unknown_Tier/MocksWallah/MocksWallah_PracticeTest_Test-07_SSC_CGL_Unknown_Tier.html,MocksWallah_PracticeTest_Test-07_SSC_CGL_Unknown_Tier.html,Computer CGL T -2/Computer Test -7 [38],Computer Test -7.html,SSC CGL|SSC CHSL|SSC MTS|CDS,Unknown,,,,Practice Test,Mocks Wallah,Computer,English,2,47a867d0053aa38e4c9fb0894df1428c6f93862da86684893b6aace4621ef7b9,95198
SSC_CGL/Unknown_Year/Unknown_Tier/MocksWallah/MocksWallah_PracticeTest_Test-11_SSC_CGL_Unknown_Tier.html,MocksWallah_PracticeTest_Test-11_SSC_CGL_Unknown_Tier.html,Computer CGL T -2/Computer Test -11 [42],Computer Test -11.html,SSC CGL|SSC CHSL|SSC MTS|CDS,Unknown,,,,Practice Test,Mocks Wallah,Computer,English,2,aa2258088b14515bd7f012f5577cf79c18ea39321facb7f17261909179743e59,134380
SSC_CGL/Unknown_Year/Unknown_Tier/MocksWallah/MocksWallah_PracticeTest_Test-16_SSC_CGL_Unknown_Tier.html,MocksWallah_PracticeTest_Test-16_SSC_CGL_Unknown_Tier.html,Computer CGL T -2/Computer Test -16 [47],Computer Test -16.html,SSC CGL|SSC CHSL|SSC MTS|CDS,Unknown,,,,Practice Test,Mocks Wallah,Computer,English,2,2deda64d09bfa1f3ca0f66c32047eb4f008ab9b50dedce6f5148cab4ec00c39b,87721
SSC_CGL/Unknown_Year/Unknown_Tier/MocksWallah/MocksWallah_PracticeTest_Test-06_SSC_CGL_Unknown_Tier.html,MocksWallah_PracticeTest_Test-06_SSC_CGL_Unknown_Tier.html,Computer CGL T -2/Computer Test -6 [37],Computer Test -6.html,SSC CGL|SSC CHSL|SSC MTS|CDS,Unknown,,,,Practice Test,Mocks Wallah,Computer,English,2,197b90c358368d1790993d0bfa304b328b0504843c063706b5589e7794a10fa4,74025
SSC_CGL/Unknown_Year/Unknown_Tier/MocksWallah/MocksWallah_PracticeTest_Test-13_SSC_CGL_Unknown_Tier.html,MocksWallah_PracticeTest_Test-13_SSC_CGL_Unknown_Tier.html,Computer CGL T -2/Computer Test -13 [44],Computer Test -13.html,SSC CGL|SSC CHSL|SSC MTS|CDS,Unknown,,,,Practice Test,Mocks Wallah,Computer,English,2,e1b6404d89787a0892e08e69b261720a089b7252146407aaade13080b211b7ac,95471
SSC_CGL/Unknown_Year/Unknown_Tier/MocksWallah/MocksWallah_PracticeTest_Test-15_SSC_CGL_Unknown_Tier.html,MocksWallah_PracticeTest_Test-15_SSC_CGL_Unknown_Tier.html,Computer CGL T -2/Computer Test -15 [46],Computer Test -15.html,SSC CGL|SSC CHSL|SSC MTS|CDS,Unknown,,,,Practice Test,Mocks Wallah,Computer,English,2,1dc37e30591a914ed496b6e3d6a49d692d76a53c53073482a426035058f84e50,90564
SSC_CGL/Unknown_Year/Unknown_Tier/MocksWallah/MocksWallah_PracticeTest_Test-14_SSC_CGL_Unknown_Tier.html,MocksWallah_PracticeTest_Test-14_SSC_CGL_Unknown_Tier.html,Computer CGL T -2/Computer Test -14 [45],Computer Test -14.html,SSC CGL|SSC CHSL|SSC MTS|CDS,Unknown,,,,Practice Test,Mocks Wallah,Computer,English,2,2bf9a3a8097c70b5af45f1b0d4d0b428ab8abbac9f0938a0fe3fa0025414809e,90115
SSC_CGL/Unknown_Year/Unknown_Tier/MocksWallah/MocksWallah_PracticeTest_Test-08_SSC_CGL_Unknown_Tier.html,MocksWallah_PracticeTest_Test-08_SSC_CGL_Unknown_Tier.html,Computer CGL T -2/Computer Test -8 [39],Computer Test -8.html,SSC CGL|SSC CHSL|SSC MTS|CDS,Unknown,,,,Practice Test,Mocks Wallah,Computer,English,2,d5b8d036c1bddf5a0d309dd42b6076851e82d1059063a013a5fe5cdd6a6ce6f7,95308
SSC_CGL/Unknown_Year/Unknown_Tier/MocksWallah/MocksWallah_PracticeTest_Test-09_SSC_CGL_Unknown_Tier.html,MocksWallah_PracticeTest_Test-09_SSC_CGL_Unknown_Tier.html,Computer CGL T -2/Computer Test -9 [40],Computer Test -9.html,SSC CGL|SSC CHSL|SSC MTS|CDS,Unknown,,,,Practice Test,Mocks Wallah,Computer,English,2,9968bd434c24dda929fd684bfe235586c6912eb5ca10ab474d17866aba00ebd1,105081
SSC_Selection_Post/2023/Unknown_Tier/Actual_Exam_Shifts/ActualShift_30-June-2023_Shift-Morning_SSC_SelectionPost_2023_Unknown_Tier.html,ActualShift_30-June-2023_Shift-Morning_SSC_SelectionPost_2023_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Free_Selection_Post_Graduate_Level_9_00_AM_–_10_00_AM_30_June_2023 [839],Free_Selection_Post_Graduate_Level_9_00_AM_–_10_00_AM_30_June_2023.html,SSC Selection Post,Unknown,2023,Morning,30 June 2023,Actual Exam Shift / PYP,English Madhyam Mock,English,English,24,8d81598b00c73e69d75e3fd6da0daca5480416857fec25153f37e43f846d44df,161953
SSC_Selection_Post/2024/Unknown_Tier/Actual_Exam_Shifts/ActualShift_26-June-2024_SSC_SelectionPost_2024_Unknown_Tier.html,ActualShift_26-June-2024_SSC_SelectionPost_2024_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid_Selection_Post_Graduate_Level_2_30pm_to_3_30_pm_PM_26_June [817],Paid_Selection_Post_Graduate_Level_2_30pm_to_3_30_pm_PM_26_June.html,SSC Selection Post,Unknown,2024,,26 June 2024,Actual Exam Shift / PYP,English Madhyam Mock,English,English,,911d5fd9270bf59fa7a9705021f3799ba07e62e032b004200aa501b4fe1cb95a,167973
SSC_Selection_Post/2024/Unknown_Tier/Actual_Exam_Shifts/ActualShift_26-June-2024_SSC_SelectionPost_2024_Unknown_Tier.html,ActualShift_26-June-2024_SSC_SelectionPost_2024_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid_Selection_Post_Graduate_Level_5_15_pm_to_6_15_pm_PM_26_June [816],Paid_Selection_Post_Graduate_Level_5_15_pm_to_6_15_pm_PM_26_June.html,SSC Selection Post,Unknown,2024,,26 June 2024,Actual Exam Shift / PYP,English Madhyam Mock,English,English,,2473e2ef0f335626eafe91bca89136a53c6d7cae6632b6ec8450f320ac18a80f,169269
SSC_Selection_Post/2024/Unknown_Tier/Actual_Exam_Shifts/ActualShift_20-June-2024_SSC_SelectionPost_2024_Unknown_Tier.html,ActualShift_20-June-2024_SSC_SelectionPost_2024_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid_Selection_Post_graduate_Level_2_30pm_to_3_30_pm_PM_20_June [821],Paid_Selection_Post_graduate_Level_2_30pm_to_3_30_pm_PM_20_June.html,SSC Selection Post,Unknown,2024,,20 June 2024,Actual Exam Shift / PYP,English Madhyam Mock,English,English,,2846de171d736762e4a52f82fdedd337bbe1a4f2158843ca0b6198b28a54fa07,164228
SSC_Selection_Post/Unknown_Year/Unknown_Tier/EnglishMadhyam/EnglishMadhyam_FullMock_Test-02_SSC_SelectionPost_Unknown_Tier.html,EnglishMadhyam_FullMock_Test-02_SSC_SelectionPost_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid SSC PHASE XII - Grad. Level _ Mock 02 [780],Paid SSC PHASE XII - Grad. Level _ Mock 02.html,SSC Selection Post,Unknown,,,,Full Mock Test,English Madhyam Mock,English,English,5,e48841bef940db3919e64d78ca91f3d4595aafa47b13fe314cbc45ff26e015f5,174786
SSC_Selection_Post/2024/Unknown_Tier/Actual_Exam_Shifts/ActualShift_20-June-2024_SSC_SelectionPost_2024_Unknown_Tier.html,ActualShift_20-June-2024_SSC_SelectionPost_2024_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid_Selection_Post_Matriculation_Level_5_00_PM_–_6_00_PM_20_June [836],Paid_Selection_Post_Matriculation_Level_5_00_PM_–_6_00_PM_20_June.html,SSC Selection Post,Unknown,2024,,20 June 2024,Actual Exam Shift / PYP,English Madhyam Mock,English,English,,893e05045e9bdb051ace40665f8e8cc55bbaae54e36486809298bdcea63f2730,167020
SSC_Selection_Post/2024/Unknown_Tier/Actual_Exam_Shifts/ActualShift_PYP_Shift-Afternoon_SSC_SelectionPost_2024_Unknown_Tier.html,ActualShift_PYP_Shift-Afternoon_SSC_SelectionPost_2024_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid_Selection_Post_Higher_Secondary_Level_11_45_AM_To_12_45_PM [826],Paid_Selection_Post_Higher_Secondary_Level_11_45_AM_To_12_45_PM.html,SSC Selection Post,Unknown,2024,Afternoon,,Actual Exam Shift / PYP,English Madhyam Mock,English,English,,2d7a89262d09a5dc26bf5e727f0dd5659a07c2ad7ad57fb26bd51d44d8b48e2b,169795
SSC_Selection_Post/Unknown_Year/Unknown_Tier/EnglishMadhyam/EnglishMadhyam_FullMock_Test-07_SSC_SelectionPost_Unknown_Tier.html,EnglishMadhyam_FullMock_Test-07_SSC_SelectionPost_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid SSC PHASE XII - Grad. Level _ Mock 07 [775],Paid SSC PHASE XII - Grad. Level _ Mock 07.html,SSC Selection Post,Unknown,,,,Full Mock Test,English Madhyam Mock,English,English,25,346112fda0b26a921cd3f0b2a8d6160fc62c1afd0270dce55fef1bac53e5cbbb,184737
SSC_Selection_Post/2024/Unknown_Tier/Actual_Exam_Shifts/ActualShift_25-June-2024_Shift-Morning_SSC_SelectionPost_2024_Unknown_Tier.html,ActualShift_25-June-2024_Shift-Morning_SSC_SelectionPost_2024_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid_Selection_Post_Matriculation_Level_9_00_AM_–_10_00_AM_25_June [832],Paid_Selection_Post_Matriculation_Level_9_00_AM_–_10_00_AM_25_June.html,SSC Selection Post,Unknown,2024,Morning,25 June 2024,Actual Exam Shift / PYP,English Madhyam Mock,English,English,,6fcfb0c6b36635b9f2771b985e2e3e6706123f3d5a8638c08a474a2b8d102efb,171673
SSC_Selection_Post/Unknown_Year/Unknown_Tier/EnglishMadhyam/EnglishMadhyam_FullMock_Test-03_SSC_SelectionPost_Unknown_Tier.html,EnglishMadhyam_FullMock_Test-03_SSC_SelectionPost_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid SSC PHASE XII - Grad. Level _ Mock 03 [779],Paid SSC PHASE XII - Grad. Level _ Mock 03.html,SSC Selection Post,Unknown,,,,Full Mock Test,English Madhyam Mock,English,English,,5b58425958fa3375e1193600d12d4d1b9bf05be8ec36fb117973b021f3fc26ef,174851
SSC_Selection_Post/2024/Unknown_Tier/Actual_Exam_Shifts/ActualShift_26-June-2024_Shift-Morning_SSC_SelectionPost_2024_Unknown_Tier.html,ActualShift_26-June-2024_Shift-Morning_SSC_SelectionPost_2024_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid_Selection_Post_Matriculation_Level_9_00_AM_–_10_00_AM_26_June [830],Paid_Selection_Post_Matriculation_Level_9_00_AM_–_10_00_AM_26_June.html,SSC Selection Post,Unknown,2024,Morning,26 June 2024,Actual Exam Shift / PYP,English Madhyam Mock,English,English,,5c96393ef11231da2b33a9e97b46def5b2331f1bcaa192f400f7b330647125c9,169199
SSC_Selection_Post/Unknown_Year/Unknown_Tier/EnglishMadhyam/EnglishMadhyam_FullMock_Test-04_SSC_SelectionPost_Unknown_Tier.html,EnglishMadhyam_FullMock_Test-04_SSC_SelectionPost_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid SSC PHASE XII - Grad. Level _ Mock 04 [777],Paid SSC PHASE XII - Grad. Level _ Mock 04.html,SSC Selection Post,Unknown,,,,Full Mock Test,English Madhyam Mock,English,English,1,a8a3c0c22d6511fd73d23917ec1fece7f3fddb2de3a1bc68ae3e3ac1574b5f19,184648
SSC_Selection_Post/Unknown_Year/Unknown_Tier/EnglishMadhyam/EnglishMadhyam_FullMock_Test-06_SSC_SelectionPost_Unknown_Tier.html,EnglishMadhyam_FullMock_Test-06_SSC_SelectionPost_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid SSC PHASE XII - Grad. Level _ Mock 06 [776],Paid SSC PHASE XII - Grad. Level _ Mock 06.html,SSC Selection Post,Unknown,,,,Full Mock Test,English Madhyam Mock,English,English,,2832a7dcbdd6a3125e2dd5151af8606e21500cef21775f9fdb26a229afb9a885,172741
SSC_Selection_Post/Unknown_Year/Unknown_Tier/EnglishMadhyam/EnglishMadhyam_FullMock_Test-03_SSC_SelectionPost_Unknown_Tier.html,EnglishMadhyam_FullMock_Test-03_SSC_SelectionPost_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid SSC PHASE XII - Higher Sec Level _ Mock 03 [770],Paid SSC PHASE XII - Higher Sec Level _ Mock 03.html,SSC Selection Post,Unknown,,,,Full Mock Test,English Madhyam Mock,English,English,19,f04e9e091d6682dfe993e971354010acbe347814c181d94bf1dd7b1903fc700f,163996
SSC_Selection_Post/Unknown_Year/Unknown_Tier/EnglishMadhyam/EnglishMadhyam_FullMock_Test-01_SSC_SelectionPost_Unknown_Tier.html,EnglishMadhyam_FullMock_Test-01_SSC_SelectionPost_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid SSC PHASE XII - Matriculation Level _ Mock 01 [767],Paid SSC PHASE XII - Matriculation Level _ Mock 01.html,SSC Selection Post,Unknown,,,,Full Mock Test,English Madhyam Mock,English,English,,54edb51e1beb56b141fc080bc9cd971ace48c0b695e5a626f15622584462e725,169777
SSC_Selection_Post/2024/Unknown_Tier/Actual_Exam_Shifts/ActualShift_24-June-2024_Shift-Morning_SSC_SelectionPost_2024_Unknown_Tier.html,ActualShift_24-June-2024_Shift-Morning_SSC_SelectionPost_2024_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid_Selection_Post_Matriculation_Level_5_00_PM_–_6_00_PM_24_June [831],Paid_Selection_Post_Matriculation_Level_5_00_PM_–_6_00_PM_24_June.html,SSC Selection Post,Unknown,2024,Morning,24 June 2024,Actual Exam Shift / PYP,English Madhyam Mock,English,English,,1149f20b7118ff4eadb4efc203b4741d1977d877b2210512492b2cad03346be3,168658
SSC_Selection_Post/Unknown_Year/Unknown_Tier/EnglishMadhyam/EnglishMadhyam_FullMock_Test-03_SSC_SelectionPost_Unknown_Tier.html,EnglishMadhyam_FullMock_Test-03_SSC_SelectionPost_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid SSC PHASE XII - Matriculation Level _ Mock 03 [766],Paid SSC PHASE XII - Matriculation Level _ Mock 03.html,SSC Selection Post,Unknown,,,,Full Mock Test,English Madhyam Mock,English,English,19,4a7bb22df0c7ad04c6e31112ea9d4318927a683a010855adeb80abaa08193d21,161603
SSC_Selection_Post/Unknown_Year/Unknown_Tier/EnglishMadhyam/EnglishMadhyam_FullMock_Test-02_SSC_SelectionPost_Unknown_Tier.html,EnglishMadhyam_FullMock_Test-02_SSC_SelectionPost_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid SSC PHASE XII - Matriculation Level _ Mock 02 [768],Paid SSC PHASE XII - Matriculation Level _ Mock 02.html,SSC Selection Post,Unknown,,,,Full Mock Test,English Madhyam Mock,English,English,,20efbe6ac65d912b00bb886ef72443e0d077afd6365cab063849913f8a4d9439,151934
SSC_Selection_Post/2024/Unknown_Tier/Actual_Exam_Shifts/ActualShift_20-June-2024_Shift-Afternoon_SSC_SelectionPost_2024_Unknown_Tier.html,ActualShift_20-June-2024_Shift-Afternoon_SSC_SelectionPost_2024_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid_Selection_Post_Higher_Secondary_Level_11_45_AM_To_12_45_PM [828],Paid_Selection_Post_Higher_Secondary_Level_11_45_AM_To_12_45_PM.html,SSC Selection Post,Unknown,2024,Afternoon,20 June 2024,Actual Exam Shift / PYP,English Madhyam Mock,English,English,,ebe0f5558cc5be597feb1192a7c6f01ddbb737881791516e5116d01364598830,172336
SSC_Selection_Post/2023/Unknown_Tier/Actual_Exam_Shifts/ActualShift_28-June-2023_SSC_SelectionPost_2023_Unknown_Tier.html,ActualShift_28-June-2023_SSC_SelectionPost_2023_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Free_Selection_Post_Post_Graduate_Level_2_30_PM_–_3_30_PM_28_June [840],Free_Selection_Post_Post_Graduate_Level_2_30_PM_–_3_30_PM_28_June.html,SSC Selection Post,Unknown,2023,,28 June 2023,Actual Exam Shift / PYP,English Madhyam Mock,English,English,24,95b53d9b84045fb2654b14d9491939ddceeecb3efc206738a256875fa0a136c0,159742
SSC_Selection_Post/2024/Unknown_Tier/Actual_Exam_Shifts/ActualShift_25-June-2024_SSC_SelectionPost_2024_Unknown_Tier.html,ActualShift_25-June-2024_SSC_SelectionPost_2024_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid_Selection_Post_Higher_Secondary_Level_5_15_PM_To_6_15PM_25 [824],Paid_Selection_Post_Higher_Secondary_Level_5_15_PM_To_6_15PM_25.html,SSC Selection Post,Unknown,2024,,25 June 2024,Actual Exam Shift / PYP,English Madhyam Mock,English,English,,95798d05404b3998133b2c2b3b528a4de68c9b68039f0eb07da2804dcede49f9,172339
SSC_Selection_Post/Unknown_Year/Unknown_Tier/EnglishMadhyam/EnglishMadhyam_FullMock_Test-08_SSC_SelectionPost_Unknown_Tier.html,EnglishMadhyam_FullMock_Test-08_SSC_SelectionPost_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid SSC PHASE XII - Grad. Level _ Mock 08 [774],Paid SSC PHASE XII - Grad. Level _ Mock 08.html,SSC Selection Post,Unknown,,,,Full Mock Test,English Madhyam Mock,English,English,25,8d1673f52ecb9511edb82e62fee54e303231327b511262ba089ed729fbc42605,178190
SSC_Selection_Post/Unknown_Year/Unknown_Tier/Actual_Exam_Shifts/ActualShift_PYP_SSC_SelectionPost_Unknown_Tier.html,ActualShift_PYP_SSC_SelectionPost_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Free_Selection_Post_Matriculation_Level_11_45_AM_12_45_PM [842],Free_Selection_Post_Matriculation_Level_11_45_AM_12_45_PM.html,SSC Selection Post,Unknown,,,,Actual Exam Shift / PYP,English Madhyam Mock,English,English,24,267d3a7a98db9e0df7b4177a8e6e1509940e97aed630816e046d51e93f1353ba,158612
SSC_Selection_Post/2024/Unknown_Tier/Actual_Exam_Shifts/ActualShift_25-June-2024_SSC_SelectionPost_2024_Unknown_Tier.html,ActualShift_25-June-2024_SSC_SelectionPost_2024_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid_Selection_Post_Graduate_Level_2_30pm_to_3_30_pm_PM_25_June [818],Paid_Selection_Post_Graduate_Level_2_30pm_to_3_30_pm_PM_25_June.html,SSC Selection Post,Unknown,2024,,25 June 2024,Actual Exam Shift / PYP,English Madhyam Mock,English,English,,73a87b33cbfec7d395fdf51f381426532cb4ff03bc5597d15ea5634f3e0fca2b,165508
SSC_Selection_Post/Unknown_Year/Unknown_Tier/EnglishMadhyam/EnglishMadhyam_FullMock_Test-01_SSC_SelectionPost_Unknown_Tier.html,EnglishMadhyam_FullMock_Test-01_SSC_SelectionPost_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid SSC PHASE XII - Higher Sec Level _ Mock 01 [771],Paid SSC PHASE XII - Higher Sec Level _ Mock 01.html,SSC Selection Post,Unknown,,,,Full Mock Test,English Madhyam Mock,English,English,,d43d03841c2323d9f79b370d11d7d6bf45007454651b744ff0a97e45be490967,169710
SSC_Selection_Post/2023/Unknown_Tier/Actual_Exam_Shifts/ActualShift_30-June-2023_SSC_SelectionPost_2023_Unknown_Tier.html,ActualShift_30-June-2023_SSC_SelectionPost_2023_Unknown_Tier.html,"ENGLISH MADHYAM MOCK/SELECTION POST/Paid Shift_ 30 June 2023, 09_00 AM – 10_00 AM [844]","Paid Shift_ 30 June 2023, 09_00 AM – 10_00 AM.html",SSC Selection Post,Unknown,2023,,30 June 2023,Actual Exam Shift / PYP,English Madhyam Mock,English,English,25,80203d1685e555280d45fcd11bc1480eb04676549c4c2a5847850f86e905ce11,155430
SSC_Selection_Post/2024/Unknown_Tier/Actual_Exam_Shifts/ActualShift_21-June-2024_SSC_SelectionPost_2024_Unknown_Tier.html,ActualShift_21-June-2024_SSC_SelectionPost_2024_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Paid_Selection_Post_graduate_Level_2_30pm_to_3_30_pm_PM_21_June [820],Paid_Selection_Post_graduate_Level_2_30pm_to_3_30_pm_PM_21_June.html,SSC Selection Post,Unknown,2024,,21 June 2024,Actual Exam Shift / PYP,English Madhyam Mock,English,English,,e722bed5a0c6fc11fd2a32b50fdb3027db3474138d9a3766a9dc6a0b88e29f74,163038
SSC_Selection_Post/Unknown_Year/Unknown_Tier/Actual_Exam_Shifts/ActualShift_PYP_SSC_SelectionPost_Unknown_Tier.html,ActualShift_PYP_SSC_SelectionPost_Unknown_Tier.html,ENGLISH MADHYAM MOCK/SELECTION POST/Free_Selection_Post_–_Higher_Secondary_Level_2_30_PM_–_3_30_PM [841],Free_Selection_Post_–_Higher_Secondary_Level_2_30_PM_–_3_30_PM.html,SSC Selection Post,Unknown,,,,Actual Exam Shift / PYP,English Madhyam Mock,English,English,24,334fa893186e93ea70bcbf4cd119c36ac4436ef2a2825ed93b0c2ae7e6fc11fa,160508
